quadkey,latitude,longitude,rwi,error
12033333131301,41.6975254,44.9450684,0.741,0.382
12033330330123,42.2366514,43.3630371,0.021,0.374
12033330212122,42.3666611,42.6379395,-0.203,0.384
12033331333133,42.1063732,44.9890137,0.480,0.390
12033330323302,42.0737617,43.1652832,0.638,0.362
12033330321001,42.2854365,43.0993652,-0.411,0.335
12033321310303,42.4639923,41.9567871,0.140,0.365
12033332311231,41.4015351,43.4948730,1.122,0.432
12033332033001,41.6318669,42.7478027,0.106,0.304
12033331220231,42.1878285,43.6706543,-0.272,0.312
12122222022203,41.5496996,45.0329590,0.883,0.354
12122222020123,41.7139296,45.1208496,-0.102,0.369
12033321300111,42.5449861,41.6491699,0.051,0.370
12122222021021,41.7303295,45.2087402,-0.219,0.336
12122222030033,41.7139296,45.4284668,0.524,0.357
12122220232031,42.1226726,45.4284668,-0.488,0.307
12033321331331,42.1878285,42.1765137,0.065,0.361
12033321301123,42.4964024,41.7810059,0.673,0.395
12033330320123,42.2366514,43.0114746,0.733,0.370
12033333001130,41.9921597,43.9123535,0.089,0.361
12033332111213,41.9431482,43.4948730,0.698,0.364
12033330302302,42.3341839,42.9895020,0.691,0.401
12033330321322,42.1715458,43.1652832,-0.728,0.339
12033323121210,41.6975254,41.7150879,0.500,0.388
12033321310021,42.5126012,41.8688965,1.084,0.387
12033323111203,41.9431482,42.0446777,0.233,0.386
12033333113200,41.8286415,44.8352051,0.952,0.378
12033330322210,42.0900695,42.9455566,0.074,0.368
12122222020132,41.7139296,45.1428223,0.694,0.359
12122222030310,41.6975254,45.4943848,0.500,0.374
12033332311201,41.4344898,43.4509277,0.403,0.412
12033332023001,41.6318669,42.3962402,0.368,0.390
12033331230303,42.2041070,44.0661621,0.236,0.380
12033321312023,42.3666611,41.8688965,-0.398,0.356
12033330223022,42.1063732,42.3742676,0.289,0.379
12033333100333,41.9104530,44.4616699,0.092,0.379
12033333302200,41.3025706,44.3078613,0.409,0.389
12033330320231,42.1878285,42.9675293,1.153,0.393
12033333000210,41.9594896,43.6486816,0.156,0.426
12033333303111,41.3685636,44.6374512,0.829,0.393
12033333311231,41.4015351,44.9011230,0.237,0.417
12033321330000,42.2854365,41.8469238,0.136,0.368
12033321311322,42.4315653,42.1105957,0.061,0.378
12033323132202,41.5496996,41.8469238,-0.016,0.383
12033333113332,41.7795043,44.9670410,0.440,0.379
12033333311023,41.4509609,44.8571777,0.637,0.388
12033333300312,41.4180145,44.4396973,-0.129,0.352
12122222120023,41.7139296,45.7360840,-0.240,0.338
12033333112233,41.7795043,44.7253418,1.064,0.419
12033330321331,42.1878285,43.2312012,0.279,0.294
12033321310203,42.4639923,41.8688965,0.441,0.383
12033333000100,42.0248131,43.6926270,0.191,0.386
12033330122232,42.5611723,42.9455566,0.216,0.408
12033330213332,42.3016898,42.8576660,-0.179,0.376
12033302331232,43.2051753,40.6604004,0.379,0.559
12033321301311,42.4801994,41.8249512,-0.069,0.389
12033303323302,43.1090035,41.7590332,0.173,0.329
12033321330203,42.2041070,41.8688965,-0.064,0.325
12033321312103,42.3991216,41.9567871,0.476,0.382
12033333130333,41.6482878,44.8132324,0.247,0.415
12122222100210,41.9594896,45.7580566,-0.279,0.393
12033323123010,41.6318669,41.7150879,0.407,0.387
12033321013213,42.8518056,41.3854980,0.107,0.370
12033330330302,42.2041070,43.3410645,0.042,0.370
12033332130120,41.7303295,43.3410645,-0.087,0.280
12033330302021,42.3828935,42.9235840,-0.345,0.331
12033321120131,42.7712106,41.6491699,-0.092,0.359
12033330223131,42.1226726,42.5280762,-0.033,0.379
12033321001313,42.9805390,41.1218262,0.060,0.376
12033323112030,41.8613786,41.8908691,0.268,0.386
12033302333133,43.1410776,40.7702637,-0.493,0.404
12033321133212,42.5935321,42.0666504,1.007,0.391
12033331303101,42.4153456,44.5935059,0.386,0.350
12033332022233,41.5168034,42.2644043,-0.235,0.298
12033333122330,41.5332536,44.4396973,-0.037,0.399
12033323121132,41.7139296,41.8029785,0.340,0.388
12033330322113,42.1389679,43.0554199,-0.153,0.377
12122222030120,41.7303295,45.4504395,0.829,0.380
12033321012122,42.8840141,41.2316895,0.040,0.341
12033323121101,41.7631169,41.7810059,0.553,0.401
12033333133031,41.5990125,44.9011230,0.671,0.401
12033321013330,42.8356950,41.4514160,-0.090,0.306
12033331223020,42.1226726,43.7805176,0.518,0.387
12033323103333,41.7795043,41.8249512,0.020,0.383
12033321301103,42.5287958,41.7810059,0.208,0.394
12033333301232,41.3850514,44.5275879,0.185,0.354
12033321031001,42.8034612,41.3415527,0.264,0.380
12122222123122,41.5825791,45.9777832,0.689,0.381
12033302332013,43.1731348,40.5065918,0.102,0.387
12033333102000,41.8940990,44.3078613,0.577,0.381
12033330232322,42.0411335,42.6379395,0.011,0.372
12033330223032,42.1063732,42.4182129,0.053,0.348
12033323123002,41.6154418,41.6711426,0.497,0.396
12033321010203,42.9805390,41.1657715,-0.277,0.330
12033333123303,41.5496996,44.5935059,-0.192,0.351
12033330222011,42.1552589,42.2644043,0.182,0.333
12033331233002,42.1389679,44.1320801,0.287,0.374
12033302302003,43.4289874,40.1110840,-0.369,0.307
12122222112320,41.7958876,46.1535645,0.394,0.390
12033332021330,41.6647045,42.5061035,0.036,0.279
12033333131210,41.6975254,44.8791504,0.734,0.364
12033333301033,41.4509609,44.5495605,1.001,0.421
12033323310002,41.4838905,41.8469238,0.492,0.341
12033323101300,41.9594896,41.7590332,0.754,0.488
12033333121333,41.6482878,44.6374512,0.535,0.414
12033323103123,41.8450121,41.7810059,0.720,0.464
12033333300203,41.4180145,44.3298340,0.927,0.411
12033321123101,42.6743581,41.7810059,0.036,0.402
12033321303101,42.4153456,41.7810059,0.496,0.385
12033333102310,41.8286415,44.4396973,0.341,0.444
12122222033010,41.6318669,45.5822754,0.475,0.390
12033331221003,42.2691790,43.8024902,0.492,0.306
12033323110202,41.9431482,41.8469238,0.502,0.371
12033321001321,42.9644620,41.0778809,0.372,0.443
12033333100303,41.9431482,44.4177246,0.602,0.391
12033321000110,43.0608608,40.9240723,0.021,0.411
12033302330202,43.2371989,40.4406738,-0.335,0.560
12033333102302,41.8122666,44.3957520,-0.222,0.315
12033323103111,41.8940990,41.8249512,0.292,0.393
12033332123022,41.5825791,43.0773926,0.144,0.379
12033332131333,41.6482878,43.5827637,0.283,0.346
12122222011211,41.9594896,45.6042480,-0.603,0.340
12033323123330,41.5332536,41.8029785,0.050,0.357
12033302332310,43.1250426,40.5725098,0.340,0.437
12033321012311,42.8679120,41.2976074,-0.214,0.306
12033332133303,41.5496996,43.5388184,0.278,0.399
12033333101003,42.0084885,44.5056152,-0.048,0.366
12033333132031,41.5990125,44.7253418,0.313,0.364
12033333300311,41.4344898,44.4616699,0.179,0.423
12033332031210,41.6975254,42.7697754,0.121,0.286
12033330303202,42.3341839,43.0773926,-0.016,0.391
12033332120222,41.6482878,42.9016113,0.109,0.355
12033321301312,42.4639923,41.8029785,-0.018,0.373
12033321320313,42.2041070,41.6491699,0.221,0.372
12033321031003,42.7873380,41.3415527,0.471,0.448
12033302333101,43.1891572,40.7263184,0.266,0.418
12033332310333,41.3850514,43.4069824,0.066,0.354
12033333000033,41.9758267,43.6706543,0.186,0.373
12033321133332,42.5611723,42.1545410,0.127,0.403
12033323111211,41.9594896,42.0886230,0.332,0.388
12033333011010,42.0248131,44.1760254,0.558,0.377
12033321331001,42.2854365,42.0446777,0.576,0.383
12033321001300,42.9966118,41.0559082,0.809,0.474
12033323101133,41.9758267,41.8249512,0.150,0.382
12033330230213,42.2041070,42.6159668,0.213,0.400
12033330200212,42.4639923,42.2424316,-0.021,0.372
12033331323300,42.0900695,44.5715332,0.667,0.362
12033321303313,42.3341839,41.8249512,-0.035,0.361
12033323110301,41.9594896,41.9567871,0.227,0.377
12033332133230,41.5332536,43.4729004,0.418,0.391
12033332111122,41.9758267,43.5168457,0.094,0.384
12033333101222,41.9104530,44.4836426,-0.411,0.381
12033321331303,42.2041070,42.1325684,0.503,0.341
12033321121323,42.6905106,41.7810059,0.212,0.388
12033330223210,42.0900695,42.4182129,-0.125,0.386
12033323123211,41.5661414,41.7370605,-0.327,0.383
12122222100231,41.9268027,45.7800293,-0.128,0.357
12033333303021,41.3355755,44.5056152,0.119,0.280
12033330332032,42.1063732,43.2971191,0.486,0.342
12033323111103,42.0084885,42.1325684,0.607,0.394
12122222130001,41.7631169,46.0876465,-0.207,0.300
12033332022330,41.5332536,42.3303223,0.183,0.389
12033321330010,42.2854365,41.8908691,0.201,0.365
12033333113333,41.7795043,44.9890137,0.795,0.378
12033332022130,41.5990125,42.3303223,-0.327,0.378
12033331221103,42.2691790,43.8903809,0.476,0.275
12033333202220,41.2695490,43.6047363,0.679,0.408
12033333310313,41.4180145,44.8132324,0.265,0.376
12033333330011,41.2365107,44.7253418,0.171,0.393
12033333100121,41.9921597,44.4177246,0.701,0.366
12033330133123,42.6258751,43.5388184,0.130,0.368
12033332120330,41.6647045,43.0334473,0.563,0.369
12033333302022,41.3190751,44.3078613,-0.017,0.282
12122222122132,41.5825791,45.8459473,0.574,0.363
12033333111311,41.9594896,44.9890137,0.453,0.334
12122222031312,41.6811170,45.6701660,-0.072,0.366
12033333102001,41.8940990,44.3298340,0.521,0.389
12033330323023,42.1063732,43.0993652,0.442,0.416
12033323111121,41.9921597,42.1325684,0.472,0.367
12122222021031,41.7303295,45.2526855,0.548,0.371
12033333101231,41.9268027,44.5495605,0.369,0.369
12122222310100,41.5003491,46.1535645,0.161,0.279
12033330233122,42.1063732,42.8137207,0.888,0.386
12122222001133,41.9758267,45.3405762,0.501,0.373
12033330203223,42.3016898,42.3962402,0.795,0.409
12033333133310,41.5661414,44.9670410,0.812,0.368
12033332031230,41.6647045,42.7697754,0.692,0.396
12033331223323,42.0411335,43.8903809,-0.015,0.367
12033323110313,41.9431482,42.0007324,0.233,0.379
12033321301213,42.4639923,41.7370605,0.252,0.404
12033332010110,42.0248131,42.6818848,-0.569,0.390
12033321311203,42.4639923,42.0446777,-0.172,0.360
12122222301113,41.4838905,46.0437012,-0.316,0.346
12033330202212,42.3341839,42.2424316,0.366,0.380
12122222001010,42.0248131,45.2307129,0.766,0.394
12033330231033,42.2366514,42.7917480,-0.079,0.372
12033330223231,42.0574497,42.4401855,0.150,0.366
12033330323213,42.0737617,43.1433105,0.389,0.449
12033333120302,41.6811170,44.3957520,0.378,0.399
12122222020003,41.7467253,45.0329590,0.233,0.357
12033321001110,43.0608608,41.0998535,-0.135,0.312
12033323132020,41.5990125,41.8469238,-0.704,0.317
12033332313102,41.3520716,43.5168457,-0.106,0.404
12033332130000,41.7631169,43.2531738,-0.142,0.365
12033323112133,41.8450121,42.0007324,0.277,0.384
12033321301210,42.4801994,41.7150879,0.778,0.401
12033333130211,41.6975254,44.7253418,0.310,0.421
12033333301031,41.4674278,44.5495605,-0.192,0.393
12033333101132,41.9758267,44.6154785,-0.320,0.370
12033333311200,41.4344898,44.8352051,0.371,0.395
12033330323321,42.0574497,43.1872559,0.199,0.351
12033323112022,41.8450121,41.8469238,0.943,0.392
12033303221111,43.3171844,41.1218262,-0.682,0.302
12033333000013,42.0084885,43.6706543,0.223,0.356
12033321123223,42.5611723,41.6931152,-0.152,0.349
12033332131112,41.7467253,43.5607910,0.676,0.450
12122222011232,41.9104530,45.5822754,0.818,0.376
12033321313332,42.3016898,42.1545410,0.440,0.387
12033332120303,41.6811170,43.0114746,-0.434,0.371
12033330302213,42.3341839,42.9675293,0.343,0.382
12033330300101,42.5449861,43.0114746,-0.077,0.354
12033323111303,41.9431482,42.1325684,0.392,0.370
12033333011110,42.0248131,44.2639160,0.881,0.359
12033323113000,41.8940990,42.0227051,0.199,0.388
12033330233203,42.0737617,42.7478027,0.297,0.375
12122222112023,41.8450121,46.0876465,-0.290,0.359
12033330033013,42.6582013,42.7917480,0.132,0.350
12033330323203,42.0737617,43.0993652,0.088,0.372
12122222021121,41.7303295,45.2966309,0.977,0.331
12033330010131,43.0287447,42.7038574,0.030,0.392
12033330220331,42.1878285,42.3522949,0.600,0.386
12033333313020,41.3355755,44.8352051,0.274,0.400
12033330321023,42.2366514,43.0993652,-0.035,0.384
12033333313030,41.3355755,44.8791504,0.642,0.376
12033333133301,41.5661414,44.9450684,0.574,0.460
12033302330230,43.2211892,40.4846191,0.648,0.422
12033331333311,42.0900695,44.9890137,0.266,0.339
12122222031222,41.6482878,45.5383301,0.505,0.367
12033302333331,43.0929602,40.7702637,0.218,0.427
12033332002130,41.8613786,42.3303223,0.189,0.372
12033302313111,43.4449424,40.7702637,-0.690,0.303
12033330223023,42.1063732,42.3962402,0.026,0.387
12033331230020,42.2529173,43.9562988,0.586,0.409
12033332001223,41.9104530,42.3962402,0.410,0.385
12033330320232,42.1715458,42.9455566,0.489,0.377
12033333120123,41.7139296,44.4177246,0.823,0.302
12033302311330,43.4768399,40.7482910,-0.448,0.304
12033303203322,43.3331689,41.0559082,-0.305,0.317
12033321012313,42.8518056,41.2976074,-0.506,0.341
12033321313030,42.3828935,42.0666504,0.074,0.351
12122222100332,41.9104530,45.8459473,-0.212,0.361
12033330221313,42.2041070,42.5280762,0.452,0.385
12122222013001,41.8940990,45.5603027,0.415,0.380
12033321331132,42.2366514,42.1545410,0.327,0.361
12033333301200,41.4344898,44.4836426,-0.386,0.339
12033302323031,43.1571083,40.3308105,1.165,0.525
12122222020200,41.6975254,45.0109863,0.735,0.404
12033323120333,41.6482878,41.6491699,1.363,0.462
12033333213020,41.3355755,44.1320801,-0.008,0.312
12033330230331,42.1878285,42.7038574,0.288,0.375
12033330323333,42.0411335,43.2312012,-0.149,0.355
12033330331201,42.2203813,43.4509277,0.704,0.380
12033321311201,42.4801994,42.0446777,-0.007,0.374
12033323121221,41.6647045,41.6931152,0.898,0.416
12122220223200,42.0900695,45.1867676,0.056,0.382
12033330303310,42.3504246,43.2092285,-0.301,0.368
12033330202033,42.3666611,42.2644043,-0.135,0.373
12033302333021,43.1571083,40.6384277,-0.090,0.427
12033302302022,43.3970647,40.0891113,0.078,0.422
12033323131233,41.6482878,42.0886230,0.693,0.378
12033330321131,42.2529173,43.2312012,-0.194,0.335
12122222013132,41.8450121,45.6701660,1.131,0.390
12033323132023,41.5825791,41.8688965,0.369,0.374
12033331200102,42.5287958,43.6926270,0.527,0.310
12033330301000,42.5449861,43.0773926,0.157,0.383
12033302321223,43.2051753,40.2868652,0.708,0.460
12033332122003,41.6154418,42.9235840,0.538,0.395
12122222011113,42.0084885,45.6921387,0.059,0.364
12033332022010,41.6318669,42.2424316,0.661,0.385
12033330221000,42.2854365,42.3742676,0.470,0.402
12033332023223,41.5168034,42.3962402,0.564,0.356
12033321131202,42.7228032,42.0227051,0.624,0.377
12033333211001,41.5003491,44.1540527,0.868,0.388
12033332312303,41.2860619,43.3630371,0.663,0.423
12033330233111,42.1552589,42.8796387,-0.551,0.408
12033330010130,43.0287447,42.6818848,0.370,0.391
12033330323231,42.0574497,43.1433105,-0.129,0.368
12033332131101,41.7631169,43.5388184,0.413,0.444
12033321121030,42.7712106,41.7150879,-0.072,0.371
12033321133101,42.6743581,42.1325684,0.302,0.380
12033332310111,41.5003491,43.4069824,0.607,0.403
12033333231021,41.2034557,44.1540527,1.093,0.401
12033323110021,41.9921597,41.8688965,-0.042,0.379
12033321332233,42.0411335,41.9128418,-0.220,0.378
12033331332010,42.1552589,44.7033691,0.387,0.382
12033330322333,42.0411335,43.0554199,-0.424,0.410
12033330233213,42.0737617,42.7917480,-0.023,0.368
12033333131221,41.6647045,44.8571777,1.044,0.409
12033321300122,42.4964024,41.5832520,-0.066,0.313
12033333211220,41.4015351,44.1320801,0.283,0.292
12033333010031,41.9921597,44.0222168,0.325,0.384
12033321310330,42.4477809,41.9787598,0.524,0.363
12033332131102,41.7467253,43.5168457,1.294,0.435
12033333101313,41.9431482,44.6374512,0.218,0.407
12033330230110,42.2854365,42.6818848,-0.051,0.433
12033330320113,42.2691790,43.0554199,0.138,0.343
12033332310133,41.4509609,43.4069824,-0.354,0.326
12033302321201,43.2532044,40.2868652,1.089,0.405
12033321013232,42.8195802,41.3635254,0.036,0.373
12033333010331,41.9268027,44.1101074,0.601,0.400
12033332023201,41.5661414,42.3962402,0.295,0.349
12033333312211,41.3025706,44.7253418,-0.243,0.319
12033330000022,43.0126804,42.1984863,0.147,0.400
12033332111132,41.9758267,43.5607910,-0.183,0.333
12033333001133,41.9758267,43.9343262,0.670,0.366
12033302330331,43.2211892,40.5944824,0.100,0.381
12033333100231,41.9268027,44.3737793,0.668,0.376
12033303221103,43.3011957,41.0778809,-0.178,0.302
12033332312001,41.3685636,43.2751465,0.325,0.364
12033330231220,42.1878285,42.7258301,0.472,0.373
12033321132032,42.6258751,41.8908691,-0.375,0.383
12122222011200,41.9594896,45.5383301,-0.018,0.344
12122222112020,41.8613786,46.0656738,0.273,0.420
12033333110230,41.9268027,44.7033691,0.114,0.386
12033333310131,41.4674278,44.8132324,0.942,0.363
12033331332202,42.0737617,44.6594238,0.780,0.381
12033330203203,42.3341839,42.3962402,0.271,0.367
12033332311210,41.4344898,43.4729004,0.285,0.387
12033330120113,42.7873380,43.0554199,0.334,0.377
12033331223333,42.0411335,43.9343262,0.729,0.343
12033332030300,41.6975254,42.6379395,0.279,0.378
12033321001000,43.0608608,40.9680176,0.397,0.406
12033330333200,42.0900695,43.4289551,0.332,0.372
12033321332232,42.0411335,41.8908691,-0.296,0.357
12033302332111,43.1891572,40.5944824,-0.165,0.451
12033321313103,42.3991216,42.1325684,-0.265,0.357
12033333100013,42.0084885,44.3737793,0.276,0.354
12033321301131,42.5126012,41.8249512,0.757,0.367
12033333131033,41.7139296,44.9011230,0.796,0.412
12033333102311,41.8286415,44.4616699,-0.325,0.374
12033330022200,42.6097057,42.1984863,-0.276,0.363
12033321312320,42.3179389,41.9348145,0.691,0.386
12033332331101,41.2365107,43.5388184,0.575,0.380
12033330033302,42.5935321,42.8137207,-0.291,0.359
12033333130331,41.6647045,44.8132324,1.038,0.440
12033330022321,42.5773543,42.3083496,0.042,0.358
12033333311321,41.4015351,44.9450684,0.209,0.368
12033302332113,43.1731348,40.5944824,0.255,0.455
12033332312203,41.2860619,43.2751465,-0.270,0.337
12033321133330,42.5773543,42.1545410,0.632,0.384
12033303202332,43.3331689,40.9240723,-0.532,0.302
12033332002222,41.7795043,42.1984863,0.017,0.306
12033330322102,42.1389679,42.9895020,0.890,0.360
12122222310002,41.4838905,46.0656738,-0.406,0.373
12033303230003,43.3011957,41.1657715,-0.892,0.318
12033332303313,41.2860619,43.2312012,0.140,0.372
12033321311021,42.5126012,42.0446777,-0.435,0.377
12033332022333,41.5168034,42.3522949,0.572,0.374
12122222201001,41.5003491,45.2087402,-0.119,0.410
12033331123123,42.6258751,44.5935059,0.376,0.376
12033321330033,42.2366514,41.9128418,0.062,0.364
12033333313032,41.3190751,44.8791504,0.544,0.413
12122220223112,42.1389679,45.3186035,-0.152,0.382
12033323110311,41.9594896,42.0007324,-0.174,0.400
12033330203332,42.3016898,42.5061035,0.109,0.371
12033330321100,42.2854365,43.1652832,-0.152,0.368
12033333000321,41.9268027,43.7145996,0.150,0.381
12033330122322,42.5611723,42.9895020,0.498,0.412
12033331221321,42.1878285,43.8903809,-0.179,0.327
12122222020202,41.6811170,45.0109863,0.907,0.421
12033330233212,42.0737617,42.7697754,-0.090,0.384
12033321121032,42.7550790,41.7150879,-0.212,0.454
12033332123123,41.5825791,43.1872559,-0.192,0.353
12033333112002,41.8777409,44.6594238,0.789,0.381
12033330033303,42.5935321,42.8356934,0.022,0.365
12033330301010,42.5449861,43.1213379,-0.711,0.434
12033331301232,42.4315653,44.5275879,0.559,0.378
12033330022233,42.5611723,42.2644043,0.223,0.299
12033332330001,41.2365107,43.2751465,0.252,0.388
12033332311203,41.4180145,43.4509277,0.676,0.403
12033330223322,42.0411335,42.4621582,-0.360,0.374
12033330233000,42.1552589,42.7258301,0.664,0.368
12033330313202,42.3341839,43.4289551,0.503,0.397
12033321321223,42.1715458,41.6931152,-0.062,0.399
12033321323023,42.1063732,41.6931152,0.826,0.413
12033333101232,41.9104530,44.5275879,0.040,0.377
12033333131312,41.6811170,44.9670410,1.094,0.367
12122222010321,41.9268027,45.4724121,0.982,0.364
12033302321321,43.2211892,40.3747559,0.857,0.386
12033330331000,42.2854365,43.4289551,0.894,0.385
12033333110323,41.9104530,44.7692871,0.488,0.408
12033302301222,43.4608933,40.2648926,-0.589,0.318
12033321311312,42.4639923,42.1545410,0.514,0.366
12033333201223,41.3850514,43.8024902,-0.199,0.350
12122222020131,41.7303295,45.1647949,0.910,0.392
12122222123210,41.5661414,45.9338379,0.046,0.363
12033333213302,41.2860619,44.2199707,1.209,0.373
12033332100211,41.9594896,42.9675293,-0.530,0.420
12033332112310,41.8286415,43.3850098,0.508,0.432
12033333122313,41.5496996,44.4616699,0.883,0.401
12033330303203,42.3341839,43.0993652,0.406,0.372
12033333112303,41.8122666,44.7692871,1.158,0.443
12033330302210,42.3504246,42.9455566,-0.139,0.473
12033323111020,41.9921597,42.0227051,-0.557,0.335
12033333031202,41.6811170,44.1320801,0.091,0.529
12033321313010,42.4153456,42.0666504,-0.173,0.362
12033332132332,41.5168034,43.3850098,0.151,0.396
12033331301212,42.4639923,44.5275879,0.314,0.495
12033323130000,41.7631169,41.8469238,-0.638,0.385
12033323110200,41.9594896,41.8469238,0.113,0.394
12033331221222,42.1715458,43.7805176,-0.287,0.360
12033323111131,41.9921597,42.1765137,0.304,0.372
12122222101232,41.9104530,45.9338379,0.145,0.350
12033323101331,41.9268027,41.8249512,-0.092,0.380
12033330022231,42.5773543,42.2644043,0.057,0.322
12033330223110,42.1552589,42.5061035,0.335,0.357
12033330033300,42.6097057,42.8137207,-0.081,0.332
12033332000013,42.0084885,42.2644043,0.123,0.382
12033323131332,41.6482878,42.1545410,0.386,0.374
12033333130132,41.7139296,44.7912598,1.049,0.386
12033333120300,41.6975254,44.3957520,0.260,0.408
12122222033020,41.5990125,45.5383301,0.805,0.411
12033321133133,42.6258751,42.1765137,1.000,0.398
12033332002123,41.8450121,42.3083496,0.388,0.310
12122222112201,41.8286415,46.0876465,0.117,0.366
12033330233031,42.1226726,42.7917480,0.261,0.388
12033330321202,42.2041070,43.0773926,0.451,0.380
12033332023302,41.5496996,42.4621582,0.315,0.416
12033321333232,42.0411335,42.0666504,0.111,0.421
12122220223332,42.0411335,45.3186035,0.609,0.385
12122222010110,42.0248131,45.4943848,0.173,0.433
12033321331300,42.2203813,42.1105957,0.196,0.375
12033333110122,41.9758267,44.7473145,0.673,0.379
12033323121223,41.6482878,41.6931152,0.746,0.425
12033303222320,43.0929602,40.8801270,-0.416,0.404
12033332201010,41.5003491,42.4182129,-0.039,0.340
12122223222003,41.0876316,46.4392090,-0.302,0.292
12033321133002,42.6582013,42.0227051,0.792,0.379
12033330022220,42.5773543,42.1984863,0.255,0.356
12122222200300,41.4344898,45.0988770,0.894,0.362
12033323110231,41.9268027,41.9128418,0.030,0.394
12122222100200,41.9594896,45.7141113,0.081,0.329
12033321133000,42.6743581,42.0227051,0.076,0.379
12033333130233,41.6482878,44.7253418,0.127,0.470
12033331223222,42.0411335,43.7805176,0.128,0.375
12033330203001,42.4153456,42.3962402,0.347,0.395
12122222123003,41.6154418,45.9118652,0.971,0.408
12033333010012,42.0084885,44.0002441,0.271,0.408
12033323132103,41.6154418,41.9567871,-0.011,0.371
12033331230230,42.1878285,44.0002441,0.907,0.371
12033323122311,41.5661414,41.6491699,0.386,0.374
12033302313113,43.4289874,40.7702637,-0.748,0.318
12122222310031,41.4674278,46.1315918,0.686,0.402
12033333023111,41.6318669,43.9343262,-0.069,0.359
12033333201221,41.4015351,43.8024902,0.649,0.401
12033323112112,41.8777409,41.9787598,0.098,0.372
12033333003213,41.8122666,43.8464355,0.370,0.346
12122222010301,41.9594896,45.4724121,0.370,0.382
12033332022001,41.6318669,42.2204590,0.178,0.380
12033331221213,42.2041070,43.8464355,-0.166,0.291
12033330232212,42.0737617,42.5939941,0.015,0.374
12033330230103,42.2691790,42.6599121,1.042,0.365
12033330222101,42.1552589,42.3083496,0.888,0.336
12033321313003,42.3991216,42.0446777,-0.120,0.355
12033321001133,43.0126804,41.1218262,-0.096,0.337
12033303221302,43.2371989,41.0559082,-0.576,0.317
12033321310311,42.4801994,42.0007324,0.000,0.363
12033333110221,41.9268027,44.6813965,0.319,0.374
12033332023000,41.6318669,42.3742676,0.481,0.435
12033321330001,42.2854365,41.8688965,0.182,0.373
12033330031001,42.8034612,42.7478027,0.015,0.368
12122222010211,41.9594896,45.4284668,0.758,0.379
12033331332032,42.1063732,44.7033691,-0.654,0.368
12122222001131,41.9921597,45.3405762,0.424,0.382
12033332310112,41.4838905,43.3850098,0.455,0.368
12033321310102,42.5287958,41.9348145,0.121,0.390
12033302311210,43.5087205,40.6604004,-0.112,0.447
12033321323210,42.0900695,41.7150879,-0.190,0.386
12033321013211,42.8679120,41.3854980,-0.159,0.454
12033331233220,42.0574497,44.1320801,0.204,0.380
12033321313331,42.3179389,42.1765137,0.204,0.406
12033331221220,42.1878285,43.7805176,0.653,0.408
12033321321130,42.2529173,41.8029785,0.164,0.386
12033333001033,41.9758267,43.8464355,-0.245,0.316
12033331233301,42.0900695,44.2419434,-0.406,0.347
12033323133130,41.5990125,42.1545410,-0.278,0.413
12033333300031,41.4674278,44.3737793,0.572,0.375
12122222123020,41.5990125,45.8898926,0.584,0.378
12033303230220,43.2211892,41.1437988,-0.213,0.303
12033330331012,42.2691790,43.4729004,-0.148,0.372
12033331331311,42.2203813,44.9890137,-0.421,0.295
12033333301320,41.4015351,44.5715332,-0.113,0.380
12033333301110,41.5003491,44.6154785,0.946,0.382
12033321001002,43.0448049,40.9680176,-0.162,0.620
12033330001103,43.0448049,42.4841309,0.572,0.394
12122222010330,41.9268027,45.4943848,1.456,0.396
12033330122332,42.5611723,43.0334473,0.366,0.371
12033330320120,42.2529173,42.9895020,0.386,0.383
12033332010000,42.0248131,42.5500488,-0.747,0.324
12033321133023,42.6258751,42.0446777,0.751,0.381
12033333031033,41.7139296,44.1979980,0.382,0.305
12122220213113,42.3991216,45.6921387,-0.251,0.309
12033333133111,41.6318669,44.9890137,0.342,0.366
12033321133121,42.6420403,42.1325684,0.241,0.371
12033332030211,41.6975254,42.6159668,0.043,0.396
12033323111302,41.9431482,42.1105957,0.324,0.357
12033332313011,41.3685636,43.4948730,0.556,0.398
12122222121003,41.7467253,45.9118652,-0.392,0.293
12033303223211,43.1250426,41.0339355,-0.410,0.301
12033302302001,43.4449424,40.1110840,-0.701,0.334
12033332312122,41.3190751,43.3410645,0.654,0.392
12033332313003,41.3520716,43.4509277,0.263,0.398
12033330320100,42.2854365,42.9895020,-0.178,0.392
12033333001000,42.0248131,43.7805176,0.511,0.351
12033321133321,42.5773543,42.1325684,0.299,0.372
12033303203233,43.3331689,41.0339355,-0.640,0.318
12033333123331,41.5332536,44.6374512,0.061,0.387
12122222102112,41.8777409,45.8459473,0.117,0.384
12033333002322,41.7795043,43.6926270,-0.292,0.317
12033332020222,41.6482878,42.1984863,-0.084,0.377
12033330231001,42.2854365,42.7478027,0.197,0.380
12033331232303,42.0737617,44.0661621,0.324,0.368
12033330320310,42.2203813,43.0334473,0.564,0.378
12122222022232,41.5168034,45.0549316,0.425,0.379
12033330223331,42.0574497,42.5280762,-0.075,0.390
12033331020230,42.7066590,43.6486816,0.631,0.393
12033321122332,42.5611723,41.6271973,0.538,0.504
12033321102321,42.8356950,41.6052246,0.114,0.397
12033333131300,41.6975254,44.9230957,1.238,0.352
12033321121001,42.8034612,41.6931152,0.015,0.349
12033321120113,42.7873380,41.6491699,-0.585,0.463
